,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,1,4.057269890751924,1.9514319500425257,-2.0146681951325514,-0.6429493509050958,0.6506871091892915,-3.166440792843577,0.6750663759576658,-0.024934678552473194,-0.2447988006342017,1.0996505988179268,0.34396176708466975,-0.2794588125524725,-3.8972775715166716,1.7777068619743128,0.4848323202764512,-3.663856535345603,-1.3666264209415544,1.7827915709125037,6.536975843851913,3.1538130841764986,0.8798028811901699,-0.14423833955877394,1.9750866342409923,-3.180972755503284,0.5026091552075037,1.551030773612246,-3.166440792843577,-0.7478623021782462,1.5545937364112272,0.7363149576932434
1,0,3.8679751958939557,1.4288127970816396,1.978359933646772,-0.11122247665261317,2.052394207649172,0.3950067490966235,0.8242790912650939,-0.27483484068547803,0.3566679038165286,-0.2144230991253944,0.9425488991594381,0.0002118870420053376,5.064927709111926,0.40637681426205463,-1.3204965488536757,1.0622002037425746,1.1271975676894308,1.8964253303500131,3.1051072923884813,1.4751221637215255,2.253962905770548,-0.4412421559683636,0.8840543018363575,-2.1206984742886976,0.7676814769989531,1.9902811662822846,0.3950067490966235,0.7088359022340524,0.9572212152430156,-1.2700808555486018
2,1,2.9808175907780092,0.2618375884834211,-3.3138282810165456,-6.1915608742519925,1.1406164231701574,0.9434699548083364,-0.7976170746928476,-0.5656397420997052,0.380763506248057,1.5959290415899283,4.5520853253034845,2.957938989558094,1.2273944714490717,2.5200043875520755,-0.46671359488862474,-0.7851148868754008,-0.13470049044523144,-0.6092669773747142,1.6111799078971483,1.8147876052760148,1.0108301064202165,1.5011111157384827,0.4576951686579921,-0.8453706204378224,-0.0745759352976188,1.8251359140309646,0.9434699548083364,-0.37340931129597166,1.7328978383590274,-1.6164646028561727
3,1,-15.612333178820583,-0.178304450945126,-4.7132248751656025,1.0120770102868493,-0.7281423812799523,-0.35097837751147976,1.9972043741875036,-0.22169881172993297,0.8998364250107467,1.0328102160753392,-1.268503825397064,0.34006235258425127,-2.6540495672755804,0.12761466517472514,1.0365250994740798,2.5777981554014384,-0.7492581790327295,0.8161304922655449,-3.556003664328904,-2.9635370877781053,-0.19117295443758667,-3.649843556464267,-0.2327216155773749,-1.6539238017546634,-0.05349843825351913,2.999685826807673,-0.35097837751147976,-0.35032322712286623,-4.144129835744236,1.2917352748532758
4,1,0.9871850864628107,-0.4759796083344735,-4.189851069611514,-3.3620962107877697,1.5946398490389782,-5.0392951538446065,-0.6454271557398191,0.10165451137111249,0.46456865667208425,1.0073613072102827,3.0818652409099543,-1.161541654466821,-2.7498867194217365,-1.9542477753882346,0.7800782549081877,1.5734650869808786,-0.1576300008885291,-0.44590224034921133,0.5890209725587013,0.6565572893040087,0.11622289695602812,-1.66835305554314,-0.08031678814761031,1.8412768839511102,1.362457051258984,0.43842364840857573,-5.0392951538446065,-0.22597673458553244,0.9857681152477201,-2.5837784325181468
5,1,2.9265716989202217,-0.6201119828468299,2.990104536287675,-0.3586037148183514,-0.15005764435089539,2.8830708488935044,-2.2420179592523675,1.400983033972167,0.19615481513689198,0.739591006372506,0.017850508421723005,-0.35202731700024736,-0.06166191613822167,-0.41053821165359183,-0.371763850431409,-3.7829844739996106,1.757488920903988,0.6885153382963183,1.6594893219111468,2.0771147580658775,-1.3939463448479081,-1.2759812420832601,0.9129051734676153,-3.8259191470882215,1.1351980510821664,1.4130391185243996,2.8830708488935044,-0.5823128537962902,2.600717118502043,0.1959660883303406
6,1,-1.2229517234609841,-1.1846386969269935,-6.897339020261398,0.030430998098717438,0.6159379368054785,-6.629635177007635,-0.21660817501301302,2.19813778556705,0.3605536789851187,-0.18208262754767693,1.18425049653632,0.9710355900339241,-5.496429607621943,0.7635795845839718,-0.3808916647845283,0.2282385743935841,-0.2069170354045249,-0.9468937401150944,-2.000923246449705,0.31877506590279436,-0.15625905992272485,-2.9054382507449126,-1.2158627490672513,1.3230032229597795,-0.17267550757934333,-0.15368559807445412,-6.629635177007635,1.1835545592055543,1.0113126703883124,-3.4416372752518116
7,0,0.9230738439917899,2.571540524292647,-0.4894880045581492,1.7300140879817252,2.4136626004928154,1.6797141203194754,-0.4318940810832954,-0.3271977477780652,-0.37929793811191803,-0.04451631692027472,0.5730026067970174,-0.9547153122848998,-2.563548976597062,2.1256112134354197,0.3133053599841932,-3.9552590083766304,0.9221074205680801,0.31841633085427645,-2.6518492181986377,0.9969187491270732,-1.3527151861560907,3.198608050464964,-0.3465131181233545,-1.0429291932223197,-0.576717062903268,1.1478631469624194,1.6797141203194754,-0.3207189982938706,0.06166968878096771,2.9266420245458447
8,0,3.4196209145323424,1.7021325336605666,2.607934826802261,1.6808905392353828,1.1632812267117505,-0.30162986744890674,0.9120059148207587,0.05201689190376206,0.3674375731645343,-0.7950950787005756,1.4936134996795465,1.1389974536096386,-1.4948827887705396,0.7852635737396587,-0.4829986763087002,0.45256612871178736,-0.16036244219764464,0.1700073334268329,3.66651338346487,2.026690758943883,-2.568698163372693,0.7252248797223996,-0.55506658727466,-0.29933174359234505,-0.30469163789975995,-2.547618713309173,-0.30162986744890674,0.8804717510187178,-0.9675044324566603,0.12395740088212173
9,0,-5.087786415434756,0.8465258170429295,-0.44564720471999075,0.25398136843871144,0.04870498456467748,1.8034120385036223,2.520256098691139,0.3942590437209381,0.3649152772045857,0.3589633374482978,1.9749887483297686,-0.273567593468647,0.8462767641907599,-0.6202108389355355,-0.2532656219049352,4.136460756250218,0.5149329380634271,-0.12548325304732158,-3.405407982693108,-1.5969281192826146,-1.133764995297431,2.6862961340246345,2.398027811517471,1.2337438469040056,0.43555902185715734,4.4703007473008265,1.8034120385036223,0.42831209897290545,-0.06995857652677215,-0.1611279533588242
